cluster_id,video_urls,average_performance
4,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987643572956494']",1.297760613272222
4,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987643572956494']",1.297760613272222
4,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987643572956494']",1.297760613272222
4,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987643572956494']",1.297760613272222
4,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987643572956494']",1.297760613272222
4,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987643572956494']",1.297760613272222
5,['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679'],0.70032371025
5,['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679'],0.70032371025
5,['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679'],0.70032371025
5,['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679'],0.70032371025
5,['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679'],0.70032371025
6,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-954832972830686', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664']",0.9957522533
6,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-954832972830686', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664']",0.9957522533
6,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-954832972830686', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664']",0.9957522533
6,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-954832972830686', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664']",0.9957522533
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
7,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925']",1.117657412142479
8,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119706949586170', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6764280623620361', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817763467176157', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638']",0.9352635736055555
8,"['https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119706949586170', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6764280623620361', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817763467176157', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872', 'https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638']",0.9352635736055555
