fingerprint,video_url,performance
8160ce3d92c02c1f5fd117f1f89e89f6,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880340126836307,0.5613661561000001
8271cfb41e4dcab6acf724f153ab4567,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903913985069116,0.826
8564909df767accf59cb4f537bdf6e4a,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-7995631707140182,0.220966917
882f6b6a187e9d20eed2d5c2aa89f24d,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-983335896508749,2.263
892c0fcb6964d907b1ec5dd9ed94ef69,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989969399547901,0.61633996645
8ce17d68c33f22c2dc0802457086914c,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405,0.8302936044386667
8f389d8147c6c2eb36473d11f5b8071e,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-964733417506862,0.3276
941f52215001a09b8bba1ed055d1d992,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906506897404894,0.5857
9bd52f548cb109fdf75dc0c260f802b6,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904815481005158,2.2575
a09210bcff9810cd873f0a42fcd77fa7,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8100667816697710,1.587795662
a2faa6bb60ce03bfddc6b72691645f96,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679,0.70032371025
a462a75e344a546880c27832e8924146,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137,1.5304
a9f4b2b8f056d7c8c18c9ba418cc4836,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490,1.711040486
aace4411dc28a9a202895319fdfd3cf2,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888593019388197,1.763656321
abd6c80ab0d7bdcc5dcb086b7a22e5d5,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901695498551491,0.3743068003
b2c91a43f396415c36b2b8c96c47ef2f,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620702145697389,1.2383
b316c08840d1d767021257421c259036,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803990118540094,0.9668449886899999
b3e666249f16cccb05e6980366e31bf2,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8111507755613955,1.010260213
b7d86ca439ec87a4b3b357d70def5ff8,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-671839840899900,0.2446664341
bc15ec148cf260426334328949b359ef,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929300948587514,1.500522811
bee2da7e608c05171b0b130de6e22ae8,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-887363366529815,0.5756484251
c3ec32e0b637c0dcbbfc26ad3b77a113,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-965108935263649,0.68677288085
cb28a9c2c3b33cd4923e275c6c206dab,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880568190186256,0.7993773061
cbe23b386bc15159230641213768076b,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604285914607200,1.2
ccda2bfb9a9e66ed0e332cb2dab7bca7,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929511878466995,0.86502407705
d216a081613dae282e5e2148704b41a4,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399,0.6892575224999999
dc488d22e2f54a186268e0975ca87650,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6720438181324436,0.3209520748
ded577071b4a2c009fdd55210b45b33d,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893539262677484,0.4673124994
e9114355e0cb9bc127aee5adf81fa9da,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089,1.3935
f30768bfc2f0dba17d41f30a7f36b65f,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-603099807587246,0.4917
f3b437564e4a1a6d75082ec4f0612082,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-793257836073148,0.2965935753
f803ea5080b3d28de387ed37a9505336,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-997580728807604,1.5025283377499998
fc7fc3371d0bd03061fbd2ce9e51e01a,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885670366433640,0.1745328683
ff60c55fb32cf68652aae2d67bc37141,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932703258597949,0.5248543998333334
ffcf68afb29b69aad7d97016a1729da5,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-425151876539382,0.7015856481
