fingerprint,video_url,performance
0d65e0c668b5bcf55bd037731392d047,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885209946993560,0.88292205965
11d9722741c8701449f95b9fd9455659,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877210454387561,0.496262725
128dccc54e9fd9696cf6551531c6a0b8,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-806751788307038,0.2524569063
12dd826581f9e7852945e80a2f1f3a48,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-951885082053340,1.1695
12df5e30454bace5e69ca0bd455b9071,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925,1.221921183
16df5c39874ec36e8d8e30b53004bf72,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638,0.9871
1937af136aaf2086bfe74aaafc9bf0eb,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879631723735807,0.2328677557
1962a43bf9e3bb7562886fbaa75d61e1,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407,0.931940955944138
1bba9a7eab96608bb515f2de8bd3594d,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992418235673669,2.0126
1fdf6d3a68b57663d6941a6673519738,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987287402378278,1.4255772466666665
20f19f614838b0a61683f42cc905f775,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1693566687752051,0.4363277689
21f853c63f0088987c4ee82b24ff96f2,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-939795907980426,0.743
24c8aa685826947e2c5701298a75a202,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872,0.3143
2be76c74ff4404b851693d8adb34c42f,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803897110603133,1.533278654
2c4fb121c5cf8f0afc8a52c7d7a23981,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664,1.4262
2d867e490fa10a0b32a580e74d346be0,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817763467176157,0.9253243072999999
31f742f2a52cc5323475fe2ffd83c52e,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989654009083459,1.1227
34761e6fbf9343a5c6d245832af33b52,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-975523146942238,1.4537335139499998
359b1f5278e201674b3df2efad0d6cae,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911926190614858,0.9477809839799999
3fca944ed7695fdb48ec9fccd3338b93,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924865635226814,1.0431196188
411d731dec6ce539f4e5b8d9675944b2,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871981848375866,1.557127398
519dacedf1f6e842950d8a5ed3311b15,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-954832972830686,0.5653045066
5290ba886b18909fb33c40e183549c1a,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119706949586170,1.507917629
53e5ce27c1a5fa8a4d07ad61cc793da4,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881342303358042,1.06999528185
54ba3b566701df95cee9fce1310fc79b,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-809480737932683,1.027149274
563f8a5156ca68e50e8d1310a5a9a079,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-954440782897187,0.6267
56fb2e4af003a7e30d2f163d2d0554f7,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-944981830978756,2.1427
586aa68677ba1b9c47727e660d037699,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-814072014151046,0.63147194025
5a0d99f8d4f355988314043031d4f3cc,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-999607261342550,1.0526609745151363
5e142a638d8175e9d4ed0000296b7cd7,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989930303148492,1.41763125155
5eda464baf5e0a50d2eaa99bb8eb3bb5,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-960884234555681,0.3103
694b456d22dece1425917fe505d8b123,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-429145826826558,0.5703744828
69b0105e699b0cc847f7fe93e2a151ce,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613197413789434,0.6284
6d13b68dabd2ce2bfb88c0f80c83f0cd,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987643572956494,1.3794131964999998
6db1b2f0b96a77d45983308abb1706a8,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6764280623620361,0.7299906521
7469316b18a9b9dd89ddaee85c397213,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882019143545185,1.188541695
795acd7e2604b1fad999d5249b86f0b1,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-938232524809973,0.7173
79ad86726d1bcb3726f67e6cae890af8,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855,1.2811308879
7c4390a4633ae68f76e3a25ae7b9c909,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559812351386,0.7518917023
7fbfdcfc55a7379d76cc1e095441c4c5,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-986360206629277,1.06849935345
