video_url,fingerprint,performance,status
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909110383822260,16df5c39874ec36e8d8e30b53004bf72,1.517,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909067460285978,5a0d99f8d4f355988314043031d4f3cc,0.3052,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-907416560296782,1962a43bf9e3bb7562886fbaa75d61e1,0.5691,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906909830682725,5a0d99f8d4f355988314043031d4f3cc,0.9162,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906506897404894,941f52215001a09b8bba1ed055d1d992,0.5857,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905844110841635,5a0d99f8d4f355988314043031d4f3cc,0.9664,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399,d216a081613dae282e5e2148704b41a4,0.239,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905545323817883,5a0d99f8d4f355988314043031d4f3cc,2.1973,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904815481005158,9bd52f548cb109fdf75dc0c260f802b6,2.2575,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904480964010630,34761e6fbf9343a5c6d245832af33b52,2.2526,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904174908300812,24c8aa685826947e2c5701298a75a202,0.2472,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903960640750545,3fca944ed7695fdb48ec9fccd3338b93,0.7601,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903913985069116,8271cfb41e4dcab6acf724f153ab4567,0.826,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903060767715541,8ce17d68c33f22c2dc0802457086914c,0.3204,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902843234362370,5a0d99f8d4f355988314043031d4f3cc,1.2998,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089,e9114355e0cb9bc127aee5adf81fa9da,1.3935,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902309670925392,5a0d99f8d4f355988314043031d4f3cc,0.8817521551,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-9020567984620018,5a0d99f8d4f355988314043031d4f3cc,0.267311074,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901695498551491,abd6c80ab0d7bdcc5dcb086b7a22e5d5,0.3743068003,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901272811190482,34761e6fbf9343a5c6d245832af33b52,0.9245755547,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899987727789409,1962a43bf9e3bb7562886fbaa75d61e1,0.9469183258,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8995485367146316,f803ea5080b3d28de387ed37a9505336,1.278273956,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899155277883965,1962a43bf9e3bb7562886fbaa75d61e1,0.9392801164,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898967424867870,5a0d99f8d4f355988314043031d4f3cc,0.9888059618,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898402801287469,1962a43bf9e3bb7562886fbaa75d61e1,0.3518038478,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898103501380741,5a0d99f8d4f355988314043031d4f3cc,0.77573357,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897680994566577,8ce17d68c33f22c2dc0802457086914c,1.183364424,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897088088160051,5a0d99f8d4f355988314043031d4f3cc,1.378907529,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896843165102015,1962a43bf9e3bb7562886fbaa75d61e1,0.3397933284,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896598988012982,8ce17d68c33f22c2dc0802457086914c,0.8092696005,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896589688256009,5a0d99f8d4f355988314043031d4f3cc,0.5210467168,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-895042408159688,5a0d99f8d4f355988314043031d4f3cc,1.310179875,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559812351386,7c4390a4633ae68f76e3a25ae7b9c909,0.7518917023,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559522288371,d216a081613dae282e5e2148704b41a4,1.139515045,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894457734962164,5a0d99f8d4f355988314043031d4f3cc,0.4610414809,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894066258497958,5a0d99f8d4f355988314043031d4f3cc,1.110912273,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893539262677484,ded577071b4a2c009fdd55210b45b33d,0.7769599293,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893173505441981,5a0d99f8d4f355988314043031d4f3cc,1.403496568,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-892383375224287,5a0d99f8d4f355988314043031d4f3cc,0.7257178908,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891684945300160,1962a43bf9e3bb7562886fbaa75d61e1,0.4829535253,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891661008828094,5a0d99f8d4f355988314043031d4f3cc,0.05860270498,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891391212618023,1fdf6d3a68b57663d6941a6673519738,1.558247156,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890166872024685,5a0d99f8d4f355988314043031d4f3cc,0.5665741603,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890005255637433,8ce17d68c33f22c2dc0802457086914c,0.4286070326,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889728479746704,ded577071b4a2c009fdd55210b45b33d,0.1576650695,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889604775414234,1962a43bf9e3bb7562886fbaa75d61e1,1.421227821,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889375178765113,1962a43bf9e3bb7562886fbaa75d61e1,1.475203966,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888593019388197,aace4411dc28a9a202895319fdfd3cf2,1.763656321,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855,79ad86726d1bcb3726f67e6cae890af8,1.653082489,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888062106715252,c3ec32e0b637c0dcbbfc26ad3b77a113,0.8239457617,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888056015719840,8ce17d68c33f22c2dc0802457086914c,0.6636135996,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-887363366529815,bee2da7e608c05171b0b130de6e22ae8,0.9498040612,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886609482926268,359b1f5278e201674b3df2efad0d6cae,1.678869731,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886049645973007,8ce17d68c33f22c2dc0802457086914c,1.074259104,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885689066019680,5a0d99f8d4f355988314043031d4f3cc,1.793412268,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885670366433640,fc7fc3371d0bd03061fbd2ce9e51e01a,0.1745328683,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885209946993560,0d65e0c668b5bcf55bd037731392d047,0.641321235,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679,a2faa6bb60ce03bfddc6b72691645f96,0.6832086781,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883246492824014,8ce17d68c33f22c2dc0802457086914c,1.070312483,Processed
